<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.04.11	11:55:00	1.30312	1.30316	1.30275	1.30289	246	0	0
2022.04.11	12:00:00	1.30289	1.30314	1.30251	1.30271	331	0	0
2022.04.11	12:05:00	1.30272	1.30289	1.30241	1.30258	265	0	0
2022.04.11	12:10:00	1.30260	1.30279	1.30231	1.30260	278	0	1
2022.04.11	12:15:00	1.30261	1.30279	1.30254	1.30257	349	0	0
2022.04.11	12:20:00	1.30258	1.30341	1.30253	1.30340	380	0	0
2022.04.11	12:25:00	1.30341	1.30369	1.30317	1.30369	374	0	0
2022.04.11	12:30:00	1.30369	1.30459	1.30363	1.30430	440	0	0
2022.04.11	12:35:00	1.30429	1.30442	1.30386	1.30426	370	0	0
2022.04.11	12:40:00	1.30426	1.30426	1.30381	1.30397	359	0	1
2022.04.11	12:45:00	1.30397	1.30494	1.30397	1.30467	516	0	0
2022.04.11	12:50:00	1.30467	1.30501	1.30451	1.30476	444	0	1
2022.04.11	12:55:00	1.30477	1.30565	1.30468	1.30521	416	0	0
2022.04.11	13:00:00	1.30520	1.30538	1.30483	1.30501	350	0	0
2022.04.11	13:05:00	1.30502	1.30519	1.30491	1.30494	311	0	0
2022.04.11	13:10:00	1.30494	1.30550	1.30485	1.30549	301	0	1
2022.04.11	13:15:00	1.30547	1.30556	1.30525	1.30526	345	0	1
2022.04.11	13:20:00	1.30526	1.30537	1.30505	1.30513	339	0	0
2022.04.11	13:25:00	1.30513	1.30527	1.30466	1.30483	391	0	0
2022.04.11	13:30:00	1.30484	1.30493	1.30438	1.30454	401	0	0
2022.04.11	13:35:00	1.30453	1.30463	1.30382	1.30397	499	0	0
2022.04.11	13:40:00	1.30397	1.30417	1.30383	1.30404	499	0	0
2022.04.11	13:45:00	1.30403	1.30405	1.30379	1.30386	600	0	0
2022.04.11	13:50:00	1.30386	1.30403	1.30353	1.30359	318	0	0
2022.04.11	13:55:00	1.30363	1.30469	1.30363	1.30448	408	0	0
2022.04.11	14:00:00	1.30449	1.30484	1.30403	1.30411	395	0	0
2022.04.11	14:05:00	1.30411	1.30418	1.30355	1.30378	251	0	0
2022.04.11	14:10:00	1.30378	1.30389	1.30324	1.30327	289	0	0
2022.04.11	14:15:00	1.30328	1.30350	1.30305	1.30338	311	0	0
2022.04.11	14:20:00	1.30338	1.30338	1.30279	1.30293	312	0	0
2022.04.11	14:25:00	1.30293	1.30295	1.30236	1.30238	325	0	0
2022.04.11	14:30:00	1.30237	1.30268	1.30224	1.30235	379	0	0
2022.04.11	14:35:00	1.30235	1.30245	1.30195	1.30199	364	0	0
2022.04.11	14:40:00	1.30200	1.30250	1.30190	1.30220	355	0	0
2022.04.11	14:45:00	1.30220	1.30269	1.30220	1.30261	353	0	0
2022.04.11	14:50:00	1.30261	1.30290	1.30226	1.30288	411	0	0
2022.04.11	14:55:00	1.30288	1.30342	1.30281	1.30299	536	0	0
2022.04.11	15:00:00	1.30298	1.30311	1.30199	1.30261	521	0	0
2022.04.11	15:05:00	1.30262	1.30279	1.30232	1.30253	424	0	0
2022.04.11	15:10:00	1.30253	1.30268	1.30201	1.30239	391	0	0
2022.04.11	15:15:00	1.30241	1.30304	1.30238	1.30292	315	0	0
2022.04.11	15:20:00	1.30291	1.30309	1.30275	1.30292	386	0	0
2022.04.11	15:25:00	1.30292	1.30315	1.30281	1.30287	374	0	1
2022.04.11	15:30:00	1.30288	1.30322	1.30259	1.30260	458	0	0
2022.04.11	15:35:00	1.30260	1.30301	1.30252	1.30259	418	0	0
2022.04.11	15:40:00	1.30259	1.30298	1.30226	1.30289	444	0	0
2022.04.11	15:45:00	1.30292	1.30368	1.30291	1.30357	380	0	0
2022.04.11	15:50:00	1.30356	1.30382	1.30340	1.30367	346	0	0
2022.04.11	15:55:00	1.30367	1.30381	1.30330	1.30367	303	0	1
2022.04.11	16:00:00	1.30361	1.30376	1.30295	1.30302	369	0	0
2022.04.11	16:05:00	1.30301	1.30348	1.30297	1.30320	458	0	0
2022.04.11	16:10:00	1.30318	1.30334	1.30257	1.30308	503	0	0
2022.04.11	16:15:00	1.30310	1.30351	1.30280	1.30321	473	0	0
2022.04.11	16:20:00	1.30320	1.30343	1.30294	1.30333	356	0	0
2022.04.11	16:25:00	1.30331	1.30341	1.30254	1.30260	493	0	0
2022.04.11	16:30:00	1.30260	1.30312	1.30189	1.30250	938	0	0
2022.04.11	16:35:00	1.30249	1.30274	1.30185	1.30205	801	0	0
2022.04.11	16:40:00	1.30204	1.30249	1.30190	1.30245	625	0	0
2022.04.11	16:45:00	1.30244	1.30261	1.30203	1.30247	682	0	0
2022.04.11	16:50:00	1.30247	1.30311	1.30242	1.30282	699	0	0
2022.04.11	16:55:00	1.30281	1.30295	1.30249	1.30258	685	0	0
2022.04.11	17:00:00	1.30258	1.30280	1.30208	1.30273	788	0	0
2022.04.11	17:05:00	1.30278	1.30362	1.30276	1.30328	851	0	0
2022.04.11	17:10:00	1.30328	1.30376	1.30314	1.30343	690	0	0
2022.04.11	17:15:00	1.30344	1.30371	1.30320	1.30321	509	0	0
2022.04.11	17:20:00	1.30321	1.30350	1.30272	1.30348	585	0	0
2022.04.11	17:25:00	1.30349	1.30359	1.30278	1.30309	510	0	0
2022.04.11	17:30:00	1.30309	1.30363	1.30298	1.30344	417	0	0
2022.04.11	17:35:00	1.30344	1.30345	1.30263	1.30308	551	0	0
2022.04.11	17:40:00	1.30308	1.30327	1.30287	1.30315	370	0	0
2022.04.11	17:45:00	1.30316	1.30391	1.30316	1.30364	419	0	0
2022.04.11	17:50:00	1.30365	1.30430	1.30357	1.30420	655	0	0
2022.04.11	17:55:00	1.30419	1.30424	1.30385	1.30399	621	0	0
2022.04.11	18:00:00	1.30399	1.30456	1.30399	1.30455	618	0	0
2022.04.11	18:05:00	1.30455	1.30455	1.30423	1.30424	404	0	0
2022.04.11	18:10:00	1.30426	1.30448	1.30403	1.30410	556	0	0
2022.04.11	18:15:00	1.30410	1.30466	1.30402	1.30414	572	0	0
2022.04.11	18:20:00	1.30414	1.30429	1.30372	1.30383	412	0	0
2022.04.11	18:25:00	1.30383	1.30395	1.30353	1.30395	534	0	0
2022.04.11	18:30:00	1.30394	1.30424	1.30374	1.30407	420	0	0
2022.04.11	18:35:00	1.30406	1.30413	1.30355	1.30355	379	0	0
2022.04.11	18:40:00	1.30356	1.30385	1.30346	1.30367	399	0	1
2022.04.11	18:45:00	1.30366	1.30388	1.30328	1.30335	577	0	0
2022.04.11	18:50:00	1.30335	1.30347	1.30315	1.30347	514	0	0
2022.04.11	18:55:00	1.30347	1.30347	1.30318	1.30319	374	0	0
2022.04.11	19:00:00	1.30318	1.30330	1.30272	1.30281	364	0	0
2022.04.11	19:05:00	1.30281	1.30293	1.30258	1.30267	293	0	0
2022.04.11	19:10:00	1.30267	1.30272	1.30250	1.30258	240	0	0
2022.04.11	19:15:00	1.30258	1.30258	1.30233	1.30249	204	0	0
2022.04.11	19:20:00	1.30250	1.30266	1.30236	1.30247	285	0	0
2022.04.11	19:25:00	1.30246	1.30295	1.30241	1.30281	272	0	0
2022.04.11	19:30:00	1.30279	1.30309	1.30271	1.30306	196	0	1
2022.04.11	19:35:00	1.30306	1.30317	1.30287	1.30301	207	0	0
2022.04.11	19:40:00	1.30301	1.30302	1.30268	1.30270	219	0	0
2022.04.11	19:45:00	1.30270	1.30312	1.30267	1.30310	236	0	0
2022.04.11	19:50:00	1.30310	1.30310	1.30235	1.30237	423	0	0
2022.04.11	19:55:00	1.30237	1.30278	1.30237	1.30248	375	0	0
2022.04.11	20:00:00	1.30249	1.30313	1.30241	1.30313	368	0	0
2022.04.11	20:05:00	1.30313	1.30348	1.30304	1.30322	335	0	0
2022.04.11	20:10:00	1.30322	1.30323	1.30257	1.30261	248	0	0
2022.04.11	20:15:00	1.30261	1.30263	1.30235	1.30238	192	0	2
2022.04.11	20:20:00	1.30238	1.30239	1.30196	1.30206	203	0	1
2022.04.11	20:25:00	1.30206	1.30237	1.30202	1.30231	337	0	2
2022.04.11	20:30:00	1.30231	1.30260	1.30226	1.30255	268	0	0
2022.04.11	20:35:00	1.30255	1.30267	1.30240	1.30248	307	0	2
2022.04.11	20:40:00	1.30248	1.30293	1.30239	1.30286	231	0	0
2022.04.11	20:45:00	1.30286	1.30341	1.30284	1.30309	298	0	2
2022.04.11	20:50:00	1.30311	1.30312	1.30285	1.30291	241	0	2
2022.04.11	20:55:00	1.30290	1.30302	1.30240	1.30249	341	0	0
2022.04.11	21:00:00	1.30249	1.30257	1.30227	1.30257	257	0	2
2022.04.11	21:05:00	1.30257	1.30308	1.30245	1.30289	201	0	1
2022.04.11	21:10:00	1.30285	1.30300	1.30277	1.30278	196	0	2
2022.04.11	21:15:00	1.30278	1.30304	1.30266	1.30298	138	0	0
2022.04.11	21:20:00	1.30296	1.30310	1.30285	1.30299	242	0	0
2022.04.11	21:25:00	1.30302	1.30317	1.30275	1.30275	207	0	2
2022.04.11	21:30:00	1.30275	1.30357	1.30267	1.30356	187	0	0
2022.04.11	21:35:00	1.30356	1.30360	1.30334	1.30347	221	0	0
2022.04.11	21:40:00	1.30347	1.30358	1.30335	1.30357	140	0	1
2022.04.11	21:45:00	1.30357	1.30381	1.30346	1.30379	217	0	0
2022.04.11	21:50:00	1.30378	1.30388	1.30363	1.30378	277	0	1
2022.04.11	21:55:00	1.30378	1.30378	1.30327	1.30332	405	0	0
2022.04.11	22:00:00	1.30332	1.30349	1.30317	1.30319	362	0	0
2022.04.11	22:05:00	1.30318	1.30356	1.30318	1.30334	302	0	2
2022.04.11	22:10:00	1.30334	1.30347	1.30322	1.30335	202	0	2
2022.04.11	22:15:00	1.30335	1.30337	1.30297	1.30298	155	0	2
2022.04.11	22:20:00	1.30298	1.30307	1.30290	1.30305	212	0	2
2022.04.11	22:25:00	1.30299	1.30299	1.30268	1.30273	237	0	2
2022.04.11	22:30:00	1.30273	1.30287	1.30263	1.30285	233	0	2
2022.04.11	22:35:00	1.30284	1.30295	1.30273	1.30277	214	0	2
2022.04.11	22:40:00	1.30277	1.30295	1.30268	1.30278	236	0	2
2022.04.11	22:45:00	1.30278	1.30278	1.30255	1.30266	186	0	0
2022.04.11	22:50:00	1.30265	1.30280	1.30223	1.30226	248	0	2
2022.04.11	22:55:00	1.30226	1.30235	1.30223	1.30231	308	0	2
2022.04.11	23:00:00	1.30229	1.30264	1.30223	1.30235	296	0	2
2022.04.11	23:05:00	1.30236	1.30239	1.30220	1.30231	180	0	8
2022.04.11	23:10:00	1.30231	1.30243	1.30227	1.30237	64	0	8
2022.04.11	23:15:00	1.30231	1.30255	1.30218	1.30242	97	0	7
2022.04.11	23:20:00	1.30241	1.30269	1.30240	1.30258	75	0	8
2022.04.11	23:25:00	1.30258	1.30260	1.30242	1.30247	71	0	8
2022.04.11	23:30:00	1.30247	1.30252	1.30243	1.30247	44	0	8
2022.04.11	23:35:00	1.30246	1.30268	1.30246	1.30262	49	0	10
2022.04.11	23:40:00	1.30262	1.30272	1.30252	1.30254	36	0	10
2022.04.11	23:45:00	1.30254	1.30270	1.30252	1.30266	38	0	10
2022.04.11	23:50:00	1.30265	1.30271	1.30260	1.30270	42	0	10
2022.04.11	23:55:00	1.30270	1.30292	1.30269	1.30292	115	0	10
2022.04.12	00:00:00	1.30277	1.30286	1.30248	1.30283	34	0	48
2022.04.12	00:05:00	1.30283	1.30283	1.30268	1.30278	18	0	47
2022.04.12	00:10:00	1.30268	1.30283	1.30266	1.30282	23	0	49
2022.04.12	00:15:00	1.30282	1.30282	1.30266	1.30275	20	0	51
2022.04.12	00:20:00	1.30275	1.30277	1.30270	1.30275	12	0	51
2022.04.12	00:25:00	1.30275	1.30298	1.30263	1.30282	95	0	33
2022.04.12	00:30:00	1.30282	1.30284	1.30267	1.30277	40	0	22
2022.04.12	00:35:00	1.30277	1.30283	1.30269	1.30273	17	0	21
2022.04.12	00:40:00	1.30273	1.30284	1.30267	1.30267	33	0	22
2022.04.12	00:45:00	1.30267	1.30283	1.30260	1.30260	44	0	24
2022.04.12	00:50:00	1.30268	1.30285	1.30260	1.30270	24	0	10
2022.04.12	00:55:00	1.30278	1.30287	1.30270	1.30280	24	0	28
2022.04.12	01:00:00	1.30279	1.30315	1.30267	1.30301	66	0	6
2022.04.12	01:05:00	1.30301	1.30301	1.30293	1.30299	30	0	18
2022.04.12	01:10:00	1.30298	1.30300	1.30293	1.30298	26	0	22
2022.04.12	01:15:00	1.30300	1.30301	1.30280	1.30289	45	0	19
2022.04.12	01:20:00	1.30285	1.30301	1.30285	1.30300	28	0	16
2022.04.12	01:25:00	1.30300	1.30305	1.30296	1.30304	36	0	18
2022.04.12	01:30:00	1.30304	1.30308	1.30295	1.30300	40	0	17
2022.04.12	01:35:00	1.30298	1.30300	1.30279	1.30295	25	0	19
2022.04.12	01:40:00	1.30295	1.30295	1.30290	1.30291	24	0	19
2022.04.12	01:45:00	1.30291	1.30291	1.30266	1.30274	48	0	10
2022.04.12	01:50:00	1.30273	1.30276	1.30266	1.30268	40	0	10
2022.04.12	01:55:00	1.30268	1.30274	1.30262	1.30267	34	0	10
2022.04.12	02:00:00	1.30267	1.30286	1.30265	1.30268	50	0	3
2022.04.12	02:05:00	1.30269	1.30282	1.30265	1.30271	58	0	3
2022.04.12	02:10:00	1.30271	1.30271	1.30253	1.30255	71	0	0
2022.04.12	02:15:00	1.30255	1.30276	1.30251	1.30274	74	0	3
2022.04.12	02:20:00	1.30274	1.30287	1.30227	1.30234	169	0	3
2022.04.12	02:25:00	1.30231	1.30240	1.30222	1.30227	83	0	3
2022.04.12	02:30:00	1.30227	1.30246	1.30219	1.30239	84	0	3
2022.04.12	02:35:00	1.30239	1.30241	1.30227	1.30236	57	0	3
2022.04.12	02:40:00	1.30233	1.30242	1.30220	1.30220	109	0	3
2022.04.12	02:45:00	1.30220	1.30228	1.30214	1.30215	104	0	3
2022.04.12	02:50:00	1.30215	1.30227	1.30213	1.30223	130	0	3
2022.04.12	02:55:00	1.30220	1.30237	1.30217	1.30225	97	0	3
2022.04.12	03:00:00	1.30228	1.30261	1.30227	1.30235	280	0	0
2022.04.12	03:05:00	1.30235	1.30322	1.30229	1.30305	309	0	2
2022.04.12	03:10:00	1.30305	1.30379	1.30299	1.30355	351	0	3
2022.04.12	03:15:00	1.30354	1.30355	1.30294	1.30294	310	0	3
2022.04.12	03:20:00	1.30294	1.30314	1.30283	1.30311	279	0	3
2022.04.12	03:25:00	1.30311	1.30336	1.30298	1.30303	335	0	3
2022.04.12	03:30:00	1.30303	1.30316	1.30257	1.30272	389	0	3
2022.04.12	03:35:00	1.30272	1.30274	1.30255	1.30267	398	0	0
2022.04.12	03:40:00	1.30268	1.30269	1.30227	1.30235	240	0	1
2022.04.12	03:45:00	1.30235	1.30239	1.30186	1.30193	303	0	0
2022.04.12	03:50:00	1.30194	1.30205	1.30174	1.30196	356	0	0
2022.04.12	03:55:00	1.30196	1.30222	1.30191	1.30200	397	0	1
2022.04.12	04:00:00	1.30200	1.30200	1.30127	1.30130	428	0	1
2022.04.12	04:05:00	1.30130	1.30157	1.30130	1.30150	413	0	0
2022.04.12	04:10:00	1.30150	1.30150	1.30103	1.30107	411	0	1
2022.04.12	04:15:00	1.30107	1.30114	1.30054	1.30080	525	0	0
2022.04.12	04:20:00	1.30080	1.30094	1.30060	1.30064	275	0	3
2022.04.12	04:25:00	1.30064	1.30069	1.30042	1.30054	223	0	1
2022.04.12	04:30:00	1.30054	1.30108	1.30049	1.30105	326	0	3
2022.04.12	04:35:00	1.30106	1.30139	1.30100	1.30133	337	0	3
2022.04.12	04:40:00	1.30132	1.30135	1.30123	1.30135	274	0	3
2022.04.12	04:45:00	1.30135	1.30146	1.30121	1.30143	351	0	3
2022.04.12	04:50:00	1.30143	1.30174	1.30138	1.30154	408	0	3
2022.04.12	04:55:00	1.30153	1.30167	1.30153	1.30166	184	0	2
2022.04.12	05:00:00	1.30166	1.30167	1.30121	1.30127	293	0	3
2022.04.12	05:05:00	1.30127	1.30146	1.30114	1.30144	190	0	1
2022.04.12	05:10:00	1.30146	1.30179	1.30133	1.30176	316	0	2
2022.04.12	05:15:00	1.30177	1.30188	1.30164	1.30173	238	0	1
2022.04.12	05:20:00	1.30173	1.30204	1.30168	1.30197	206	0	3
2022.04.12	05:25:00	1.30197	1.30216	1.30182	1.30216	239	0	1
2022.04.12	05:30:00	1.30215	1.30252	1.30213	1.30247	241	0	0
2022.04.12	05:35:00	1.30247	1.30257	1.30233	1.30246	312	0	1
2022.04.12	05:40:00	1.30243	1.30247	1.30235	1.30240	241	0	1
2022.04.12	05:45:00	1.30240	1.30245	1.30213	1.30223	185	0	3
2022.04.12	05:50:00	1.30223	1.30232	1.30212	1.30215	160	0	3
2022.04.12	05:55:00	1.30216	1.30222	1.30179	1.30181	330	0	2
2022.04.12	06:00:00	1.30181	1.30230	1.30181	1.30226	243	0	2
2022.04.12	06:05:00	1.30225	1.30238	1.30216	1.30237	227	0	3
2022.04.12	06:10:00	1.30238	1.30238	1.30211	1.30212	275	0	3
2022.04.12	06:15:00	1.30212	1.30225	1.30207	1.30219	215	0	3
2022.04.12	06:20:00	1.30219	1.30225	1.30200	1.30202	230	0	2
2022.04.12	06:25:00	1.30203	1.30207	1.30188	1.30205	371	0	2
2022.04.12	06:30:00	1.30201	1.30229	1.30201	1.30205	319	0	2
2022.04.12	06:35:00	1.30206	1.30216	1.30198	1.30204	215	0	1
2022.04.12	06:40:00	1.30204	1.30217	1.30202	1.30209	181	0	1
2022.04.12	06:45:00	1.30208	1.30237	1.30208	1.30237	113	0	3
2022.04.12	06:50:00	1.30237	1.30237	1.30210	1.30225	155	0	2
2022.04.12	06:55:00	1.30224	1.30238	1.30220	1.30234	190	0	3
2022.04.12	07:00:00	1.30233	1.30259	1.30233	1.30256	173	0	1
2022.04.12	07:05:00	1.30256	1.30260	1.30245	1.30256	104	0	1
2022.04.12	07:10:00	1.30256	1.30260	1.30248	1.30249	305	0	1
2022.04.12	07:15:00	1.30249	1.30257	1.30234	1.30256	257	0	1
2022.04.12	07:20:00	1.30253	1.30281	1.30253	1.30280	243	0	1
2022.04.12	07:25:00	1.30279	1.30302	1.30274	1.30297	299	0	1
2022.04.12	07:30:00	1.30297	1.30312	1.30285	1.30309	251	0	1
2022.04.12	07:35:00	1.30309	1.30313	1.30279	1.30280	103	0	1
2022.04.12	07:40:00	1.30279	1.30287	1.30272	1.30277	164	0	1
2022.04.12	07:45:00	1.30277	1.30301	1.30273	1.30298	142	0	1
2022.04.12	07:50:00	1.30298	1.30302	1.30281	1.30284	177	0	1
2022.04.12	07:55:00	1.30284	1.30284	1.30255	1.30257	206	0	0
2022.04.12	08:00:00	1.30257	1.30263	1.30230	1.30243	250	0	1
2022.04.12	08:05:00	1.30242	1.30243	1.30231	1.30239	171	0	0
2022.04.12	08:10:00	1.30239	1.30250	1.30210	1.30244	250	0	1
2022.04.12	08:15:00	1.30244	1.30289	1.30238	1.30279	332	0	0
2022.04.12	08:20:00	1.30279	1.30347	1.30274	1.30329	316	0	1
2022.04.12	08:25:00	1.30324	1.30339	1.30284	1.30294	288	0	1
2022.04.12	08:30:00	1.30296	1.30319	1.30289	1.30311	312	0	0
2022.04.12	08:35:00	1.30311	1.30321	1.30298	1.30315	320	0	0
2022.04.12	08:40:00	1.30315	1.30337	1.30310	1.30329	287	0	0
2022.04.12	08:45:00	1.30329	1.30332	1.30272	1.30278	372	0	0
2022.04.12	08:50:00	1.30279	1.30281	1.30240	1.30263	302	0	0
2022.04.12	08:55:00	1.30259	1.30269	1.30225	1.30236	420	0	1
2022.04.12	09:00:00	1.30228	1.30260	1.30162	1.30200	427	0	1
2022.04.12	09:05:00	1.30200	1.30212	1.30146	1.30148	342	0	1
2022.04.12	09:10:00	1.30148	1.30158	1.30102	1.30138	475	0	1
2022.04.12	09:15:00	1.30140	1.30140	1.30085	1.30100	385	0	1
2022.04.12	09:20:00	1.30099	1.30106	1.30057	1.30078	379	0	1
2022.04.12	09:25:00	1.30078	1.30085	1.30030	1.30085	384	0	1
2022.04.12	09:30:00	1.30089	1.30111	1.30070	1.30111	387	0	1
2022.04.12	09:35:00	1.30111	1.30127	1.30085	1.30105	513	0	1
2022.04.12	09:40:00	1.30105	1.30129	1.30097	1.30116	395	0	1
2022.04.12	09:45:00	1.30115	1.30157	1.30112	1.30120	391	0	1
2022.04.12	09:50:00	1.30120	1.30123	1.30069	1.30075	352	0	0
2022.04.12	09:55:00	1.30078	1.30149	1.30066	1.30132	574	0	0
2022.04.12	10:00:00	1.30131	1.30132	1.30029	1.30033	719	0	0
2022.04.12	10:05:00	1.30035	1.30105	1.30019	1.30102	629	0	0
2022.04.12	10:10:00	1.30102	1.30122	1.30049	1.30052	496	0	0
2022.04.12	10:15:00	1.30051	1.30112	1.30018	1.30061	710	0	0
2022.04.12	10:20:00	1.30065	1.30123	1.30045	1.30118	661	0	0
2022.04.12	10:25:00	1.30118	1.30148	1.30076	1.30092	602	0	0
2022.04.12	10:30:00	1.30092	1.30123	1.30078	1.30097	428	0	0
2022.04.12	10:35:00	1.30098	1.30149	1.30094	1.30111	400	0	0
2022.04.12	10:40:00	1.30111	1.30123	1.30083	1.30107	386	0	0
2022.04.12	10:45:00	1.30107	1.30124	1.30047	1.30121	521	0	0
2022.04.12	10:50:00	1.30121	1.30192	1.30108	1.30185	646	0	0
2022.04.12	10:55:00	1.30185	1.30194	1.30131	1.30150	523	0	0
2022.04.12	11:00:00	1.30150	1.30152	1.30046	1.30052	457	0	0
2022.04.12	11:05:00	1.30052	1.30095	1.30041	1.30070	546	0	0
2022.04.12	11:10:00	1.30071	1.30085	1.30043	1.30069	343	0	0
2022.04.12	11:15:00	1.30071	1.30086	1.30036	1.30077	431	0	0
2022.04.12	11:20:00	1.30077	1.30144	1.30075	1.30128	383	0	0
2022.04.12	11:25:00	1.30128	1.30141	1.30110	1.30119	354	0	1
2022.04.12	11:30:00	1.30119	1.30121	1.30084	1.30088	388	0	0
2022.04.12	11:35:00	1.30088	1.30137	1.30080	1.30089	428	0	0
2022.04.12	11:40:00	1.30089	1.30126	1.30082	1.30090	359	0	1
2022.04.12	11:45:00	1.30090	1.30091	1.30019	1.30022	401	0	1
2022.04.12	11:50:00	1.30022	1.30075	1.30010	1.30070	356	0	0
2022.04.12	11:55:00	1.30070	1.30079	1.30019	1.30031	323	0	0
2022.04.12	12:00:00	1.30031	1.30031	1.29938	1.29956	421	0	0
2022.04.12	12:05:00	1.29952	1.30043	1.29951	1.30028	474	0	1
2022.04.12	12:10:00	1.30024	1.30053	1.30010	1.30049	402	0	0
2022.04.12	12:15:00	1.30049	1.30068	1.30026	1.30026	387	0	0
2022.04.12	12:20:00	1.30029	1.30040	1.30002	1.30030	293	0	1
2022.04.12	12:25:00	1.30029	1.30072	1.30019	1.30068	281	0	0
2022.04.12	12:30:00	1.30068	1.30089	1.30052	1.30061	344	0	0
2022.04.12	12:35:00	1.30060	1.30094	1.30051	1.30062	285	0	0
2022.04.12	12:40:00	1.30060	1.30098	1.30048	1.30050	283	0	0
2022.04.12	12:45:00	1.30051	1.30051	1.30002	1.30033	250	0	0
2022.04.12	12:50:00	1.30033	1.30052	1.30023	1.30039	258	0	1
2022.04.12	12:55:00	1.30040	1.30082	1.30031	1.30080	379	0	0
2022.04.12	13:00:00	1.30080	1.30080	1.30033	1.30051	344	0	0
2022.04.12	13:05:00	1.30050	1.30094	1.30048	1.30087	327	0	0
2022.04.12	13:10:00	1.30087	1.30087	1.30026	1.30033	298	0	0
2022.04.12	13:15:00	1.30033	1.30082	1.30019	1.30071	286	0	0
2022.04.12	13:20:00	1.30071	1.30077	1.30023	1.30041	287	0	0
2022.04.12	13:25:00	1.30041	1.30082	1.30033	1.30081	303	0	0
2022.04.12	13:30:00	1.30081	1.30137	1.30079	1.30116	294	0	0
2022.04.12	13:35:00	1.30116	1.30174	1.30107	1.30172	307	0	0
2022.04.12	13:40:00	1.30172	1.30214	1.30164	1.30200	325	0	0
2022.04.12	13:45:00	1.30199	1.30218	1.30168	1.30188	377	0	0
2022.04.12	13:50:00	1.30188	1.30221	1.30175	1.30193	278	0	0
2022.04.12	13:55:00	1.30195	1.30200	1.30138	1.30143	280	0	0
2022.04.12	14:00:00	1.30143	1.30166	1.30136	1.30163	254	0	0
2022.04.12	14:05:00	1.30161	1.30165	1.30141	1.30157	207	0	0
2022.04.12	14:10:00	1.30157	1.30171	1.30144	1.30164	157	0	0
2022.04.12	14:15:00	1.30164	1.30164	1.30139	1.30144	209	0	0
2022.04.12	14:20:00	1.30144	1.30185	1.30140	1.30166	281	0	1
2022.04.12	14:25:00	1.30166	1.30178	1.30134	1.30142	305	0	0
2022.04.12	14:30:00	1.30142	1.30158	1.30120	1.30146	379	0	0
2022.04.12	14:35:00	1.30145	1.30164	1.30108	1.30154	346	0	0
2022.04.12	14:40:00	1.30154	1.30177	1.30138	1.30160	388	0	0
2022.04.12	14:45:00	1.30161	1.30173	1.30136	1.30140	243	0	0
2022.04.12	14:50:00	1.30140	1.30211	1.30139	1.30191	397	0	0
2022.04.12	14:55:00	1.30191	1.30218	1.30177	1.30218	514	0	0
2022.04.12	15:00:00	1.30218	1.30227	1.30175	1.30175	456	0	0
2022.04.12	15:05:00	1.30175	1.30219	1.30160	1.30166	258	0	0
2022.04.12	15:10:00	1.30167	1.30174	1.30128	1.30138	210	0	0
2022.04.12	15:15:00	1.30139	1.30153	1.30121	1.30139	232	0	0
2022.04.12	15:20:00	1.30139	1.30153	1.30117	1.30131	289	0	0
2022.04.12	15:25:00	1.30131	1.30131	1.30072	1.30079	370	0	0
2022.04.12	15:30:00	1.30080	1.30409	1.30080	1.30333	1629	0	0
2022.04.12	15:35:00	1.30333	1.30336	1.30202	1.30258	1153	0	0
2022.04.12	15:40:00	1.30255	1.30390	1.30252	1.30333	1166	0	0
2022.04.12	15:45:00	1.30334	1.30399	1.30303	1.30371	1086	0	0
2022.04.12	15:50:00	1.30372	1.30441	1.30315	1.30433	933	0	0
2022.04.12	15:55:00	1.30429	1.30500	1.30401	1.30486	1122	0	0
2022.04.12	16:00:00	1.30486	1.30486	1.30375	1.30411	831	0	0
2022.04.12	16:05:00	1.30415	1.30538	1.30411	1.30500	960	0	0
2022.04.12	16:10:00	1.30500	1.30512	1.30402	1.30478	1027	0	0
2022.04.12	16:15:00	1.30478	1.30497	1.30368	1.30385	950	0	0
2022.04.12	16:20:00	1.30385	1.30427	1.30354	1.30417	875	0	0
2022.04.12	16:25:00	1.30417	1.30455	1.30387	1.30419	905	0	0
2022.04.12	16:30:00	1.30419	1.30494	1.30395	1.30414	1063	0	0
2022.04.12	16:35:00	1.30414	1.30436	1.30334	1.30366	945	0	0
2022.04.12	16:40:00	1.30367	1.30467	1.30367	1.30429	841	0	0
2022.04.12	16:45:00	1.30429	1.30477	1.30399	1.30450	790	0	0
2022.04.12	16:50:00	1.30449	1.30499	1.30429	1.30438	827	0	0
2022.04.12	16:55:00	1.30436	1.30436	1.30353	1.30366	787	0	0
2022.04.12	17:00:00	1.30366	1.30423	1.30366	1.30405	683	0	0
2022.04.12	17:05:00	1.30403	1.30459	1.30393	1.30449	664	0	0
2022.04.12	17:10:00	1.30450	1.30481	1.30437	1.30458	652	0	0
2022.04.12	17:15:00	1.30453	1.30453	1.30400	1.30422	638	0	0
2022.04.12	17:20:00	1.30422	1.30479	1.30411	1.30420	673	0	0
2022.04.12	17:25:00	1.30421	1.30447	1.30419	1.30444	603	0	0
2022.04.12	17:30:00	1.30443	1.30477	1.30418	1.30446	564	0	0
2022.04.12	17:35:00	1.30445	1.30506	1.30445	1.30496	526	0	0
